id,query,language,difficulty,transformation_types,ontology,gold_mode,gold_targets,acceptable_target_sets,predicted_ranking,confidence,closest_competing_template,source_seed_id,validation_status,partition,challenge_type,abstained,system_error
vir-v2-core-vir-s05-29,太空歌剧主角团，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""fandom or themed character ensemble"",""information_type"":""character collection and showcase"",""style_layout"":""vertical cinematic character grid poster""}",single,"[""template-fandom-character-grid-poster""]",[],[],0.011345,template-fandom-character-grid-poster,vir-s05,needs_review,core,,true,
vir-v2-core-vir-s06-01,请制作一张治愈系阅读仪式的水彩生活方式指南。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""cozy everyday lifestyle"",""information_type"":""tips, habits, or aesthetic inspiration"",""style_layout"":""warm watercolor infographic poster""}",single,"[""template-lifestyle-watercolor-infographic""]",[],[],0.020221,template-lifestyle-watercolor-infographic,vir-s06,auto_accepted,core,,true,
vir-v2-core-vir-s06-02,Create a self-care infographic for slow Sunday morning.,en,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""cozy everyday lifestyle"",""information_type"":""tips, habits, or aesthetic inspiration"",""style_layout"":""warm watercolor infographic poster""}",single,"[""template-lifestyle-watercolor-infographic""]",[],[],0.103704,template-lifestyle-watercolor-infographic,vir-s06,auto_accepted,core,,true,
vir-v2-core-vir-s06-05,帮我做一个 gentle evening wind-down 的自我关怀信息图，labels 清楚一点。,mixed,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""cozy everyday lifestyle"",""information_type"":""tips, habits, or aesthetic inspiration"",""style_layout"":""warm watercolor infographic poster""}",single,"[""template-lifestyle-watercolor-infographic""]",[],[],0.062837,template-lifestyle-watercolor-infographic,vir-s06,auto_accepted,core,,true,
vir-v2-core-vir-s06-11,能不能把治愈系阅读仪式做成自我关怀信息图？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""style_modifier""]","{""subject_event"":""cozy everyday lifestyle"",""information_type"":""tips, habits, or aesthetic inspiration"",""style_layout"":""warm watercolor infographic poster""}",single,"[""template-lifestyle-watercolor-infographic""]",[],[],0.019435,template-lifestyle-watercolor-infographic,vir-s06,auto_accepted,core,,true,
vir-v2-core-vir-s06-14,能不能把正念饮茶习惯做成自我关怀信息图？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""aspect_ratio_modifier""]","{""subject_event"":""cozy everyday lifestyle"",""information_type"":""tips, habits, or aesthetic inspiration"",""style_layout"":""warm watercolor infographic poster""}",single,"[""template-lifestyle-watercolor-infographic""]",[],[],0.017668,template-lifestyle-watercolor-infographic,vir-s06,auto_accepted,core,,true,
vir-v2-core-vir-s06-19,能不能把温暖编织午后做成水彩生活方式指南？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""style_modifier""]","{""subject_event"":""cozy everyday lifestyle"",""information_type"":""tips, habits, or aesthetic inspiration"",""style_layout"":""warm watercolor infographic poster""}",single,"[""template-lifestyle-watercolor-infographic""]",[],[],0.019435,template-lifestyle-watercolor-infographic,vir-s06,auto_accepted,core,,true,
vir-v2-core-vir-s06-21,Need cozy reading rituals，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,"[""implicit_intent"",""code_switch"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""cozy everyday lifestyle"",""information_type"":""tips, habits, or aesthetic inspiration"",""style_layout"":""warm watercolor infographic poster""}",single,"[""template-lifestyle-watercolor-infographic""]",[],[],0.061837,template-lifestyle-watercolor-infographic,vir-s06,needs_review,core,,true,
vir-v2-core-vir-s06-22,慢节奏周日早晨，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""cozy everyday lifestyle"",""information_type"":""tips, habits, or aesthetic inspiration"",""style_layout"":""warm watercolor infographic poster""}",single,"[""template-lifestyle-watercolor-infographic""]",[],[],0.012456,template-lifestyle-watercolor-infographic,vir-s06,needs_review,core,,true,
vir-v2-core-vir-s06-24,正念饮茶习惯，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""cozy everyday lifestyle"",""information_type"":""tips, habits, or aesthetic inspiration"",""style_layout"":""warm watercolor infographic poster""}",single,"[""template-lifestyle-watercolor-infographic""]",[],[],0.010676,template-lifestyle-watercolor-infographic,vir-s06,needs_review,core,,true,
vir-v2-core-vir-s06-29,温暖编织午后，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""cozy everyday lifestyle"",""information_type"":""tips, habits, or aesthetic inspiration"",""style_layout"":""warm watercolor infographic poster""}",single,"[""template-lifestyle-watercolor-infographic""]",[],[],0.010676,template-lifestyle-watercolor-infographic,vir-s06,needs_review,core,,true,
vir-v2-core-vir-s07-02,Create an illustrated trip route for remote Patagonia getaway.,en,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""destination trip"",""information_type"":""itinerary and route planning"",""style_layout"":""cute hand-drawn map with daily blocks""}",single,"[""template-travel""]",[],[],0.101724,template-travel,vir-s07,auto_accepted,core,,true,
vir-v2-core-vir-s07-03,请制作一张京都小众角落之旅的按天旅行攻略。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""destination trip"",""information_type"":""itinerary and route planning"",""style_layout"":""cute hand-drawn map with daily blocks""}",single,"[""template-travel""]",[],[],0.017153,template-travel,vir-s07,auto_accepted,core,,true,
vir-v2-core-vir-s07-08,请制作一张波尔图慢旅行的插画行程地图。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""destination trip"",""information_type"":""itinerary and route planning"",""style_layout"":""cute hand-drawn map with daily blocks""}",single,"[""template-travel""]",[],[],0.013722,template-travel,vir-s07,auto_accepted,core,,true,
vir-v2-core-vir-s07-10,帮我做一个 four-day Yunnan escape 的手绘旅行路线图，labels 清楚一点。,mixed,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""destination trip"",""information_type"":""itinerary and route planning"",""style_layout"":""cute hand-drawn map with daily blocks""}",single,"[""template-travel""]",[],[],0.060708,template-travel,vir-s07,auto_accepted,core,,true,
vir-v2-core-vir-s07-13,京都小众角落之旅 做成 a hand-drawn travel itinerary map，for beginners，4:5 竖版。,mixed,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""style_modifier""]","{""subject_event"":""destination trip"",""information_type"":""itinerary and route planning"",""style_layout"":""cute hand-drawn map with daily blocks""}",single,"[""template-travel""]",[],[],0.088777,template-travel,vir-s07,auto_accepted,core,,true,
vir-v2-core-vir-s07-18,波尔图慢旅行 做成 a day-by-day destination guide，for beginners，4:5 竖版。,mixed,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""aspect_ratio_modifier""]","{""subject_event"":""destination trip"",""information_type"":""itinerary and route planning"",""style_layout"":""cute hand-drawn map with daily blocks""}",single,"[""template-travel""]",[],[],0.075503,template-travel,vir-s07,auto_accepted,core,,true,
vir-v2-core-vir-s07-19,能不能把摩洛哥沙漠路线做成手绘旅行路线图？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""style_modifier""]","{""subject_event"":""destination trip"",""information_type"":""itinerary and route planning"",""style_layout"":""cute hand-drawn map with daily blocks""}",single,"[""template-travel""]",[],[],0.018182,template-travel,vir-s07,auto_accepted,core,,true,
vir-v2-core-vir-s07-22,巴塔哥尼亚小众旅行，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""destination trip"",""information_type"":""itinerary and route planning"",""style_layout"":""cute hand-drawn map with daily blocks""}",single,"[""template-travel""]",[],[],0.014975,template-travel,vir-s07,needs_review,core,,true,
vir-v2-core-vir-s07-23,"hidden corners of Kyoto — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""destination trip"",""information_type"":""itinerary and route planning"",""style_layout"":""cute hand-drawn map with daily blocks""}",single,"[""template-travel""]",[],[],0.096124,template-travel,vir-s07,needs_review,core,,true,
vir-v2-core-vir-s07-28,"slow trael in Porto — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""destination trip"",""information_type"":""itinerary and route planning"",""style_layout"":""cute hand-drawn map with daily blocks""}",single,"[""template-travel""]",[],[],0.088816,template-species-science,vir-s07,needs_review,core,,true,
vir-v2-core-vir-s07-29,摩洛哥沙漠路线，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""destination trip"",""information_type"":""itinerary and route planning"",""style_layout"":""cute hand-drawn map with daily blocks""}",single,"[""template-travel""]",[],[],0.011647,template-travel,vir-s07,needs_review,core,,true,
vir-v2-core-vir-s07-30,"four-day Yunan escape — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""destination trip"",""information_type"":""itinerary and route planning"",""style_layout"":""cute hand-drawn map with daily blocks""}",single,"[""template-travel""]",[],[],0.089783,template-travel,vir-s07,needs_review,core,,true,
vir-v2-core-vir-s08-02,Create a traditional craft infographic for cloisonne enamel craft.,en,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""traditional heritage craft"",""information_type"":""history, process, meaning, and preservation"",""style_layout"":""dense A3 heritage information board""}",single,"[""template-intangible-heritage""]",[],[],0.101222,template-intangible-heritage,vir-s08,auto_accepted,core,,true,
