id,query,language,difficulty,partition,challenge_type,source_seed_id,semantic_cluster_id,transformation_types,ontology,target_mode,targets,acceptable_target_sets,validation_status,deterministic_issues,catalog_collision,reviewer_decision,reviewer_notes
vir-v2-core-vir-s07-24,墨西哥城周末游，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,core,,vir-s07,vir-v2-vir-s07-cluster-04,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""destination trip"",""information_type"":""itinerary and route planning"",""style_layout"":""cute hand-drawn map with daily blocks""}",single,"[""template-travel""]",[],needs_review,[],,,
vir-v2-core-vir-s07-25,"two days around Seoul — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,core,,vir-s07,vir-v2-vir-s07-cluster-05,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""destination trip"",""information_type"":""itinerary and route planning"",""style_layout"":""cute hand-drawn map with daily blocks""}",single,"[""template-travel""]",[],needs_review,[],,,
vir-v2-core-vir-s07-26,Need food and landmarks in Singapore，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,core,,vir-s07,vir-v2-vir-s07-cluster-06,"[""implicit_intent"",""code_switch"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""destination trip"",""information_type"":""itinerary and route planning"",""style_layout"":""cute hand-drawn map with daily blocks""}",single,"[""template-travel""]",[],needs_review,[],,,
vir-v2-core-vir-s07-27,北海道冬季行程，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,core,,vir-s07,vir-v2-vir-s07-cluster-07,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""destination trip"",""information_type"":""itinerary and route planning"",""style_layout"":""cute hand-drawn map with daily blocks""}",single,"[""template-travel""]",[],needs_review,[],,,
vir-v2-core-vir-s07-28,"slow trael in Porto — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,core,,vir-s07,vir-v2-vir-s07-cluster-08,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""destination trip"",""information_type"":""itinerary and route planning"",""style_layout"":""cute hand-drawn map with daily blocks""}",single,"[""template-travel""]",[],needs_review,[],,,
vir-v2-core-vir-s07-29,摩洛哥沙漠路线，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,core,,vir-s07,vir-v2-vir-s07-cluster-09,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""destination trip"",""information_type"":""itinerary and route planning"",""style_layout"":""cute hand-drawn map with daily blocks""}",single,"[""template-travel""]",[],needs_review,[],,,
vir-v2-core-vir-s07-30,"four-day Yunan escape — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,core,,vir-s07,vir-v2-vir-s07-cluster-10,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""destination trip"",""information_type"":""itinerary and route planning"",""style_layout"":""cute hand-drawn map with daily blocks""}",single,"[""template-travel""]",[],needs_review,[],,,
vir-v2-core-vir-s08-21,Need Chinese paper cutting，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,core,,vir-s08,vir-v2-vir-s08-cluster-01,"[""implicit_intent"",""code_switch"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""traditional heritage craft"",""information_type"":""history, process, meaning, and preservation"",""style_layout"":""dense A3 heritage information board""}",single,"[""template-intangible-heritage""]",[],needs_review,[],,,
vir-v2-core-vir-s08-22,景泰蓝工艺，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,core,,vir-s08,vir-v2-vir-s08-cluster-02,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""traditional heritage craft"",""information_type"":""history, process, meaning, and preservation"",""style_layout"":""dense A3 heritage information board""}",single,"[""template-intangible-heritage""]",[],needs_review,[],,,
vir-v2-core-vir-s08-23,"woodblock New Year prints — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,core,,vir-s08,vir-v2-vir-s08-cluster-03,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""traditional heritage craft"",""information_type"":""history, process, meaning, and preservation"",""style_layout"":""dense A3 heritage information board""}",single,"[""template-intangible-heritage""]",[],needs_review,[],,,
vir-v2-core-vir-s08-24,鱼灯制作技艺，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,core,,vir-s08,vir-v2-vir-s08-cluster-04,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""traditional heritage craft"",""information_type"":""history, process, meaning, and preservation"",""style_layout"":""dense A3 heritage information board""}",single,"[""template-intangible-heritage""]",[],needs_review,[],,,
vir-v2-core-vir-s08-25,"Anshun opera masks — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,core,,vir-s08,vir-v2-vir-s08-cluster-05,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""traditional heritage craft"",""information_type"":""history, process, meaning, and preservation"",""style_layout"":""dense A3 heritage information board""}",single,"[""template-intangible-heritage""]",[],needs_review,[],,,
vir-v2-core-vir-s08-26,Need traditional lion dance，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,core,,vir-s08,vir-v2-vir-s08-cluster-06,"[""implicit_intent"",""code_switch"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""traditional heritage craft"",""information_type"":""history, process, meaning, and preservation"",""style_layout"":""dense A3 heritage information board""}",single,"[""template-intangible-heritage""]",[],needs_review,[],,,
vir-v2-core-vir-s08-27,苏绣技艺，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,core,,vir-s08,vir-v2-vir-s08-cluster-07,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""traditional heritage craft"",""information_type"":""history, process, meaning, and preservation"",""style_layout"":""dense A3 heritage information board""}",single,"[""template-intangible-heritage""]",[],needs_review,[],,,
vir-v2-core-vir-s08-28,"blue calco dyeing — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,core,,vir-s08,vir-v2-vir-s08-cluster-08,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""traditional heritage craft"",""information_type"":""history, process, meaning, and preservation"",""style_layout"":""dense A3 heritage information board""}",single,"[""template-intangible-heritage""]",[],needs_review,[],,,
vir-v2-core-vir-s08-29,葡萄牙花砖艺术，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,core,,vir-s08,vir-v2-vir-s08-cluster-09,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""traditional heritage craft"",""information_type"":""history, process, meaning, and preservation"",""style_layout"":""dense A3 heritage information board""}",single,"[""template-intangible-heritage""]",[],needs_review,[],,,
vir-v2-core-vir-s08-30,"bamoo weaving heritage — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,core,,vir-s08,vir-v2-vir-s08-cluster-10,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""traditional heritage craft"",""information_type"":""history, process, meaning, and preservation"",""style_layout"":""dense A3 heritage information board""}",single,"[""template-intangible-heritage""]",[],needs_review,[],,,
vir-v2-core-vir-s09-21,Need Cuban sandwich，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,core,,vir-s09,vir-v2-vir-s09-cluster-01,"[""implicit_intent"",""code_switch"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""named dish"",""information_type"":""ingredients and cooking instructions"",""style_layout"":""food-photography recipe poster""}",single,"[""template-recipe""]",[],needs_review,[],,,
vir-v2-core-vir-s09-22,葡式蛋挞，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,core,,vir-s09,vir-v2-vir-s09-cluster-02,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""named dish"",""information_type"":""ingredients and cooking instructions"",""style_layout"":""food-photography recipe poster""}",single,"[""template-recipe""]",[],needs_review,[],,,
vir-v2-core-vir-s09-23,"Kung Pao chicken — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,core,,vir-s09,vir-v2-vir-s09-cluster-03,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""named dish"",""information_type"":""ingredients and cooking instructions"",""style_layout"":""food-photography recipe poster""}",single,"[""template-recipe""]",[],needs_review,[],,,
vir-v2-core-vir-s09-24,蘑菇烩饭，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,core,,vir-s09,vir-v2-vir-s09-cluster-04,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""named dish"",""information_type"":""ingredients and cooking instructions"",""style_layout"":""food-photography recipe poster""}",single,"[""template-recipe""]",[],needs_review,[],,,
vir-v2-core-vir-s09-25,"Japanese curry rice — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,core,,vir-s09,vir-v2-vir-s09-cluster-05,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""named dish"",""information_type"":""ingredients and cooking instructions"",""style_layout"":""food-photography recipe poster""}",single,"[""template-recipe""]",[],needs_review,[],,,
vir-v2-core-vir-s09-26,Need shakshuka，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,core,,vir-s09,vir-v2-vir-s09-cluster-06,"[""implicit_intent"",""code_switch"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""named dish"",""information_type"":""ingredients and cooking instructions"",""style_layout"":""food-photography recipe poster""}",single,"[""template-recipe""]",[],needs_review,[],,,
vir-v2-core-vir-s09-27,越南春卷，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,core,,vir-s09,vir-v2-vir-s09-cluster-07,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""named dish"",""information_type"":""ingredients and cooking instructions"",""style_layout"":""food-photography recipe poster""}",single,"[""template-recipe""]",[],needs_review,[],,,
vir-v2-core-vir-s09-28,"sourough focaccia — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,core,,vir-s09,vir-v2-vir-s09-cluster-08,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""named dish"",""information_type"":""ingredients and cooking instructions"",""style_layout"":""food-photography recipe poster""}",single,"[""template-recipe""]",[],needs_review,[],,,
vir-v2-core-vir-s09-29,麻婆豆腐，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,core,,vir-s09,vir-v2-vir-s09-cluster-09,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""named dish"",""information_type"":""ingredients and cooking instructions"",""style_layout"":""food-photography recipe poster""}",single,"[""template-recipe""]",[],needs_review,[],,,
vir-v2-core-vir-s09-30,"mango stiky rice — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,core,,vir-s09,vir-v2-vir-s09-cluster-10,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""named dish"",""information_type"":""ingredients and cooking instructions"",""style_layout"":""food-photography recipe poster""}",single,"[""template-recipe""]",[],needs_review,[],,,
vir-v2-core-vir-s10-21,Need Marvel heroes as all 16 MBTI types，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,core,,vir-s10,vir-v2-vir-s10-cluster-01,"[""implicit_intent"",""code_switch"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""MBTI types or MBTI-mapped character set"",""information_type"":""personality classification and behavior comparison"",""style_layout"":""labeled cartoon multi-character chart""}",single,"[""template-mbti-generic""]",[],needs_review,[],,,
